,image_id,0
0,ISIC_0001769,20.318562414825728
1,ISIC_0001852,9.314676089309621
2,ISIC_0001871,11.593133831419022
3,ISIC_0003462,18.167691940514615
4,ISIC_0003539,20.152098488151353
5,ISIC_0003582,20.27296619473297
6,ISIC_0003657,17.95962474220508
7,ISIC_0003805,16.564105275223852
8,ISIC_0004337,18.52765283186889
9,ISIC_0006651,20.366075301364557
10,ISIC_0006671,17.4077463089079
11,ISIC_0006815,17.119548875498396
12,ISIC_0006914,24.22416767532968
13,ISIC_0007141,19.647877023364234
14,ISIC_0007156,13.623446060797953
15,ISIC_0007235,15.08186129546665
16,ISIC_0007241,20.463752232447455
17,ISIC_0007332,14.720195233696078
18,ISIC_0007344,20.27180463154882
19,ISIC_0007528,10.39599937963544
20,ISIC_0007796,17.840311681346797
21,ISIC_0008025,20.36746396444542
22,ISIC_0008524,27.065678067953343
23,ISIC_0009995,22.155640743221944
24,ISIC_0010459,22.6136966535791
25,ISIC_0012099,14.481686599587622
26,ISIC_0012109,12.734841581815168
27,ISIC_0012126,13.574573172068689
28,ISIC_0012127,9.27220209465991
29,ISIC_0012143,29.32880518976546
30,ISIC_0012151,30.835085105180568
31,ISIC_0012159,22.885616553882496
32,ISIC_0012160,13.806140694766961
33,ISIC_0012191,16.447315674652508
34,ISIC_0012201,9.72257513333413
35,ISIC_0012204,20.00326586675006
36,ISIC_0012206,25.176745360415318
37,ISIC_0012210,23.606625858004207
38,ISIC_0012221,14.405238114725787
39,ISIC_0012222,18.530757458329816
40,ISIC_0012254,29.30920356738424
41,ISIC_0012256,26.711741273697953
42,ISIC_0012288,18.919207677485637
43,ISIC_0012306,15.938796475475707
44,ISIC_0012313,8.400364699286905
45,ISIC_0012316,11.056583284759512
46,ISIC_0012335,15.081327270179685
47,ISIC_0012380,21.696265645497824
48,ISIC_0012383,26.500350148290345
49,ISIC_0012400,28.573265895503916
50,ISIC_0012417,33.00762631644422
51,ISIC_0012434,8.279285236335562
52,ISIC_0012492,22.340033491935856
53,ISIC_0012513,26.155710957641116
54,ISIC_0012538,23.879001237345694
55,ISIC_0012547,23.3826583696274
56,ISIC_0012660,15.861490059345341
57,ISIC_0012684,9.05300524881637
58,ISIC_0012720,25.260446438885765
59,ISIC_0012746,15.952942679877683
60,ISIC_0012876,9.373288385255819
61,ISIC_0012927,27.32797726670539
62,ISIC_0012956,17.698971998335274
63,ISIC_0012959,10.361871819799607
64,ISIC_0012965,10.44366863134816
65,ISIC_0013010,14.495093518032013
66,ISIC_0013082,16.61575112672834
67,ISIC_0013104,20.942840835078155
68,ISIC_0013127,25.74770107444879
69,ISIC_0013128,18.990379153769616
70,ISIC_0013132,17.390158633475455
71,ISIC_0013188,11.554700107090893
72,ISIC_0013215,25.881001107069547
73,ISIC_0013232,25.648683233897327
74,ISIC_0013421,26.90987934404334
75,ISIC_0013491,18.786147317280363
76,ISIC_0013501,19.83408348982745
77,ISIC_0013518,24.593902312996008
78,ISIC_0013527,12.63229806953502
79,ISIC_0013549,22.185949473431535
80,ISIC_0013561,7.967159935979521
81,ISIC_0013562,17.26427247862113
82,ISIC_0013632,19.726000891433692
83,ISIC_0013637,23.932426760409633
84,ISIC_0013644,25.503904599387354
85,ISIC_0013651,31.58860673443186
86,ISIC_0013663,33.771919591867245
87,ISIC_0013702,23.108211599097846
88,ISIC_0013736,19.136200883301804
89,ISIC_0013793,23.656710099029446
90,ISIC_0013828,24.008821425074007
91,ISIC_0013863,15.091823854662168
92,ISIC_0013898,21.841367018937994
93,ISIC_0013945,14.320043415416373
94,ISIC_0014037,29.183219966761627
95,ISIC_0014038,27.74435080548156
96,ISIC_0014055,25.116730454729534
97,ISIC_0014139,22.60292588478138
98,ISIC_0014162,16.889048465199707
99,ISIC_0014178,23.765614931564333
100,ISIC_0014211,25.593129889516266
101,ISIC_0014212,40.87598294012825
102,ISIC_0014217,28.621696555806533
103,ISIC_0014302,25.405214970320166
104,ISIC_0014310,13.202823730360645
105,ISIC_0014382,26.465660019112875
106,ISIC_0014428,15.8303659481679
107,ISIC_0014558,31.563410584412942
108,ISIC_0014568,19.16982692320668
109,ISIC_0014572,18.62277725313276
110,ISIC_0014597,6.351947665391021
111,ISIC_0014601,19.10120171418024
112,ISIC_0014608,29.42044088532161
113,ISIC_0014610,19.748153818643967
114,ISIC_0014611,21.708711589672873
115,ISIC_0014616,13.004606360811236
116,ISIC_0014618,26.503060167245017
117,ISIC_0014620,9.269736755895082
118,ISIC_0014623,29.521525336321094
119,ISIC_0014624,26.1551239802755
120,ISIC_0014633,14.254222493191907
121,ISIC_0014635,24.92822040779199
122,ISIC_0014637,11.9897085918878
123,ISIC_0014688,41.1831385014904
124,ISIC_0014712,36.96229385272069
125,ISIC_0014809,31.72374226642227
126,ISIC_0014829,21.624732519890788
