image_id,symsums,area,perimeter,meanblue,scaledsym
ISIC_0001769,-0.34135325552913276,-0.4913843354682832,-0.6718849904986138,-0.660489011007912,-0.36048104754595645
ISIC_0001852,-0.3365141999443535,-0.5059101480506917,-0.7929518150284931,-1.8529937976514306,0.606125315363572
ISIC_0001871,-0.3459192810985431,-0.49325697107079197,-0.7272244282322403,0.5338612809446377,-0.6160881304008491
ISIC_0003462,-0.34982653266408714,-0.5006177990443984,-0.7982402254603755,0.01885753535479863,-0.8099453278563599
ISIC_0003539,-0.3496079709616542,-0.4742789859951679,-0.6624414004416809,-0.8191966360095488,-0.9357049094978899
ISIC_0003582,-0.30599304732502053,-0.34584524647927994,-0.37856708333027905,-1.3660372740764586,-0.5038757909894298
ISIC_0003657,-0.33659489738473947,-0.47034160177515194,-0.6097461679239955,-0.5483966530522069,-0.4397286223168538
ISIC_0003805,-0.3373237206826743,-0.5049365267513793,-0.7850191993806694,-0.6868832137176161,0.45619164527014394
ISIC_0004337,-0.3479783347394946,-0.49272675271430477,-0.7661320192668037,-0.6889734365372735,-0.7540017536486044
ISIC_0006651,-0.34656626534470397,-0.45577967262416913,-0.6524311949813321,-0.33466928515024136,-0.8795182803127459
ISIC_0006671,-0.35022844069093517,-0.498569158755598,-0.7954071484432956,0.7580394640144098,-0.859693557453031
ISIC_0006815,-0.34615257060535715,-0.5029669020539199,-0.7236358640106059,0.6762203101527113,-0.45526039002393015
ISIC_0006914,-0.28640020803135,-0.4099080697463801,-0.5034113438829315,0.5598739775556704,0.18363534729552272
ISIC_0007141,-0.3362064737090325,-0.3578824070571592,-0.426540520819498,0.020030614480549706,-0.8612429204929488
ISIC_0007156,-0.34746207918270955,-0.4627961214861588,-0.6707517596917818,0.02091221750101614,-0.888208220537818
ISIC_0007235,-0.3490534836605807,-0.4045419615507449,-0.5255093446161544,-0.8480326460104226,-1.0100728171245983
ISIC_0007241,-0.3455747589570291,-0.4692124927134799,-0.6800064779475761,0.1646488104097339,-0.7947123939414618
ISIC_0007332,-0.3466443882668332,-0.4380393158772947,-0.601246936872756,0.12312018663478566,-0.9220192804440644
ISIC_0007344,-0.3398219303096807,-0.4393949589089914,-0.5562954482017556,-1.0339127815321507,-0.7467929109243822
ISIC_0007528,-0.3506007677332391,-0.49991361073787727,-0.8071172001138924,0.17345697080374328,-0.8786225342970011
ISIC_0007796,-0.3479135613791074,-0.48044237168111426,-0.7191029407832781,0.1290168825220289,-0.8364431644140583
ISIC_0008025,-0.34837740966118214,-0.4213693999633285,-0.5542178583892303,-0.142305797572867,-0.983989814087093
ISIC_0008524,-0.3289650426956136,-0.47313834676136884,-0.6280667326344453,0.23351956006878377,-0.09493846995199255
ISIC_0009995,-0.3468044698614056,-0.40507099297774846,-0.48093559954743126,0.9463817675643761,-0.9687031545802429
ISIC_0010459,-0.31760726257568855,-0.4373241060827111,-0.5916144750146844,1.1695086968412278,-0.20493082494782702
ISIC_0012099,-0.3405277710479275,-0.5130381682841455,-0.7965403792501276,-0.8119288771602311,0.8093969515805982
ISIC_0012109,-0.33178114006534387,-0.5060929351911756,-0.7381789926982825,-1.0700575676986743,1.1042704995391655
ISIC_0012126,-0.34925617892693006,-0.5152685783453009,-0.8137277131537454,-1.2034827199627822,-0.393804418758525
ISIC_0012127,-0.342834093766838,-0.5099675817099123,-0.8437583295347919,-1.1768800593148412,0.20098067787545215
ISIC_0012143,-0.08251416622372032,-0.3373944781169624,-0.05729614959342301,-0.1727326659049632,2.1011231359516507
ISIC_0012151,-0.35188210618848026,-0.2638101065319269,0.0660371365501202,-0.5966836140674435,-1.0741355800270873
ISIC_0012159,-0.2971253619078905,-0.47241075898788415,-0.5115328313318938,1.041642923652525,1.1766750865265434
ISIC_0012160,-0.3360692604896235,-0.5094136247637518,-0.7294908898459043,0.8845138941747143,0.9779333961667238
ISIC_0012191,-0.3503561391378065,-0.49052855931056305,-0.7500779161700178,-1.642624614685822,-0.9156853045812582
ISIC_0012201,-0.3352497479640819,-0.46677453955403847,-0.511910574934171,-1.7842575708345523,-0.4280376124205751
ISIC_0012204,-0.32953107454600983,-0.4989698322370113,-0.7825638659658669,-0.21054190418420166,0.7414350253161672
ISIC_0012206,-0.27200078331689165,-0.42119644738142353,-0.32908267143195086,-0.927075107331175,0.6201662044128372
ISIC_0012210,-0.2563164722936506,-0.3937643027163857,-0.13681117787279773,0.9630401761870895,0.533893674840905
ISIC_0012221,-0.3516398089374795,-0.49488560788373087,-0.687750221794261,-1.1903934707655288,-0.980300355351525
ISIC_0012222,-0.3249630839475541,-0.49512723281433346,-0.6843505293737652,-0.5066782084159184,0.8396553395471915
ISIC_0012254,-0.03733772785114045,0.11593831676845721,0.5285841775386919,1.6017296335238127,0.015484806966924194
ISIC_0012256,-0.1536465973727288,-0.3463369744082256,-0.379700314137111,0.8078207657503989,1.379367762878308
ISIC_0012288,-0.3498216182294947,-0.4667102758005659,-0.5071887799057047,-0.4852227778929389,-0.9619789351484802
ISIC_0012306,-0.3529076823631429,-0.5013219873509195,-0.709281607124068,-1.0943240948248838,-1.0615262413485367
ISIC_0012313,-0.35134097219356303,-0.5000070390443769,-0.708714991720652,-0.7998285256749748,-0.9371989294384286
ISIC_0012316,-0.3462987524699344,-0.5095450348137287,-0.7646210448576946,-0.412237353989989,-0.2488944228564375
ISIC_0012335,-0.35132745721345066,-0.4992633429421854,-0.6890723244022317,2.613209652925549,-0.9399712923630282
ISIC_0012380,-0.2905704167726538,-0.43466724921421146,-0.6010580650716173,1.7521894388830217,0.4198748192783522
ISIC_0012383,-0.28617539186627294,-0.32544905023203474,-0.10999138211110839,0.7232822341650886,-0.3428715352168705
ISIC_0012400,0.0014729765036764844,-0.24503322122310608,-0.17817410232216366,0.25969139322529594,1.7272363815568954
ISIC_0012417,0.9698963014495808,0.47849016658683885,1.2419529704394003,1.694383072010721,1.8647982010109982
ISIC_0012434,-0.33772623521787176,-0.489764854968504,-0.653564425788164,0.10652709338286181,-0.17846501869505416
ISIC_0012492,-0.3196567360249753,-0.4488792037288688,-0.6235338094071176,-0.1203178153003268,-0.13453145323036045
ISIC_0012513,-0.3087636054083267,-0.23025849257183822,0.17633826841509603,2.808324311491674,-0.7504225342774896
ISIC_0012538,-0.31064669845565646,-0.481623196956003,-0.5693276024803229,-1.0495820842501986,0.9718411306556844
ISIC_0012547,-0.28425164757863164,-0.43093215169048243,-0.3972653916430061,0.4213729825609641,0.5080163289906425
ISIC_0012660,-0.33839472801127973,-0.492201451637107,-0.6231560658048402,0.23206304521485976,-0.15867416550247693
ISIC_0012684,-0.34085232374983915,-0.38231772433730565,-0.23578000166945415,-1.4106433736319137,-0.8952313794446244
ISIC_0012720,-0.19993835903595722,-0.36179944391459806,-0.13397810085571787,-0.5584721014319723,0.983668775495306
ISIC_0012746,-0.3280908710731762,-0.5068117057742103,-0.7277910436356564,-1.0999664505942035,1.5686064163289712
ISIC_0012876,-0.3489135240668635,-0.5091229966016095,-0.8399808935120188,0.7134988301261717,-0.5778141015670984
ISIC_0012927,0.02507912882438442,-0.1591761683383619,0.40449540419059404,-0.04555521558707008,1.2162196729961514
ISIC_0012956,-0.33880472716008914,-0.4947804798437494,-0.6820840677601013,0.11755266436446907,-0.11448629542359241
ISIC_0012959,-0.3525406604911686,-0.4587953213194443,-0.653564425788164,1.2081661926962444,-1.064197703645572
ISIC_0012965,-0.35025639733145914,-0.5193275380567148,-0.8577348428190525,0.11677661072233059,-0.3292958725365198
ISIC_0013010,-0.35232044177239724,-0.507485203475511,-0.8346924830801363,-0.8353259697946588,-0.9902868529282935
ISIC_0013082,-0.34196490777288996,-0.48482638050969673,-0.6259891428219201,0.8055139798673312,-0.5022445257505846
ISIC_0013104,-0.29923604591646197,-0.38086644870149683,-0.14021087029329354,-0.8857564555852684,-0.26249261539368085
ISIC_0013127,-0.24226243471118722,-0.20846171953387205,0.324036016905526,0.3742146261478402,-0.30625374143485046
ISIC_0013128,-0.35293873027447503,-0.44819078462834494,-0.4218187257910316,-0.7768158825336544,-1.0781814669039582
ISIC_0013132,-0.352096113650664,-0.49857780638469323,-0.6856726319817358,-1.1256498002483732,-1.0019092358413944
ISIC_0013188,-0.3510863541075104,-0.5123448319043322,-0.7959737638467116,-1.3077334591766419,-0.7843828001269597
ISIC_0013215,-0.3143893206053361,-0.24390546865227253,0.1580177037046463,-0.5450486121882293,-0.7787757633974706
ISIC_0013232,-0.26486207146819096,-0.4486894645728377,-0.39084375040429176,-0.7135738655999804,1.412981609248146
ISIC_0013421,-0.3116978110351951,-0.21646298074459136,0.28947247729715175,0.2754677101960859,-0.7863820563471013
ISIC_0013491,-0.3318105541025327,-0.46053485125842814,-0.500389395064713,-0.1535448500408195,-0.3744458611222534
ISIC_0013501,-0.3484731506574548,-0.3907495018278846,-0.47432508650757826,0.31001042860529865,-1.0081382288549674
ISIC_0013518,-0.1334184074040854,0.26562894596860004,1.2411974832348458,1.1366538121213086,-0.4638039849915374
ISIC_0013527,-0.35085738340627887,-0.5224506886509388,-0.9308282298597129,-0.07670450389355415,-0.14809454721832488
ISIC_0013549,-0.31117849505753475,-0.37417572720209497,-0.466203599058616,-0.5657334963917605,-0.47246324935645684
ISIC_0013561,-0.32606916453711093,-0.4542185212304442,-0.6225894504014242,-0.1869453541224821,-0.2607163837739264
ISIC_0013562,-0.29534398271503115,-0.41245793339999537,-0.3396594922957156,0.13745827131427124,0.03796561690435238
ISIC_0013632,-0.28858607532885083,-0.2968654144064901,-0.325116363608039,2.5156526542005113,-0.4580667157499028
ISIC_0013637,-0.3176558121852942,-0.3938550180412084,-0.2778984133233747,0.5704888702844502,-0.4909264848932104
ISIC_0013644,-0.10915608484896006,-0.3410965111765037,-0.3825333911541908,0.5221136143968627,1.8443870516359657
